36.370166834	1137.34020814	0
36.5871353691	1137.85449037	0
36.8023758481	1138.36535463	0
37.0330544067	1138.91393861	0
37.2284050541	1139.3778058	0
37.43725973	1139.87316713	0
37.6460419262	1140.36913881	0
37.8722038818	1140.90637025	0
38.0995560234	1141.44714174	0
38.3307533821	1141.99682435	0
38.5585671021	1142.53845033	0
38.7883949823	1143.08569154	0
38.9843102059	1143.55456361	0
39.1648865301	1144.04711733	0
39.3215485179	1144.60717592	0
39.4751854486	1145.12133607	0
39.6386719304	1145.63134584	0
39.7980843132	1146.15551576	0
39.9530640197	1146.66345033	0
40.1151123593	1147.18432436	0
40.272193964	1147.69286928	0
40.4447746828	1148.25378236	0
40.6042671742	1148.7696515	0
40.7733116689	1149.31591615	0
40.921787316	1149.83141908	0
41.0089874818	1150.35522279	0
41.018127497	1150.90514955	0
41.0259934026	1151.49511537	0
41.0561104375	1152.04211244	0
41.0522003716	1152.62768373	0
41.0332489561	1153.22241029	0
41.0320396968	1153.79821596	0
41.0023613526	1154.36523256	0
40.9272690378	1154.86120424	0
40.8411408015	1155.458006	0
40.7804260814	1155.96813783	0
40.6551170908	1156.54894838	0
40.4892426093	1157.11535463	0
40.3424339842	1157.60827455	0
40.1418076106	1158.12927065	0
39.9353485653	1158.59997377	0
39.6990547733	1159.10607728	0
39.4241867607	1159.5439435	0
39.0671806883	1159.92150697	0
38.6129036505	1160.2717267	0
38.169971521	1160.5842267	0
37.7525940497	1160.90746889	0
37.3227997368	1161.2293683	0
36.9047623235	1161.5172101	0
36.4313316889	1161.85644349	0
35.9735146111	1162.18591127	0
35.4802094059	1162.48815736	0
34.9801025943	1162.75781069	0
34.5422440132	1163.0139142	0
34.108657892	1163.27026185	0
33.6500092092	1163.53320131	0
33.1860619134	1163.801756	0
32.6677628122	1164.10363588	0
32.1785812933	1164.38720522	0
31.6657677243	1164.68444642	0
31.2314625335	1164.93652162	0
30.7370033804	1165.22326478	0
30.2233677456	1165.52062806	0
29.7157936644	1165.81493959	0
29.278976495	1166.06786928	0
28.7727108556	1166.36120424	0
28.3226261678	1166.62219057	0
27.8426743108	1166.90051088	0
27.3406525204	1167.19152651	0
26.837783869	1167.48278627	0
26.3135910581	1167.78649721	0
25.8095245913	1168.0788556	0
25.3000870309	1168.37402162	0
24.7998085569	1168.66393861	0
24.2840481349	1168.96301088	0
23.7787151877	1169.25585756	0
23.2684727256	1169.55151186	0
22.7656612943	1169.84301576	0
22.2520752513	1170.14062318	0
21.753091868	1170.42980775	0
21.2357121073	1170.72997865	0
20.7292805261	1171.02355775	0
20.2177467903	1171.32018861	0
19.7115650715	1171.61376772	0
19.2123375488	1171.90319642	0
18.7007065358	1172.19994936	0
18.1932430808	1172.49426088	0
17.6956959316	1172.7828351	0
17.1938190999	1173.07385072	0
16.6861668188	1173.36840638	0
16.2536202035	1173.61938295	0
15.7548971718	1173.90881166	0
15.3220177251	1174.15991029	0
14.8061037609	1174.45959291	0
14.3047018606	1174.75060853	0
13.8511772708	1175.01415834	0
13.3728514272	1175.29162416	0
12.865365083	1175.58630189	0
12.3964634485	1175.85961733	0
11.9337359031	1176.12841615	0
11.4379778464	1176.41589174	0
10.9200630746	1176.71594057	0
10.4164085932	1177.00829897	0
9.92282682168	1177.29443178	0
9.47466664965	1177.5541974	0
9.01759248605	1177.85082826	0
8.6360388351	1178.20043764	0
8.30823522416	1178.62267884	0
7.96652799268	1179.0920392	0
7.59641032928	1179.54980287	0
7.2654309817	1179.98461732	0
7.01080327819	1180.41515931	0
6.79400449601	1180.89025697	0
6.54711967212	1181.40478334	0
6.30476194166	1181.88842592	0
6.11991601746	1182.42761049	0
5.98838382401	1183.0015851	0
5.83194690401	1183.5607892	0
5.68923860363	1184.10326967	0
5.62051301764	1184.6812726	0
5.58791213832	1185.20861635	0
5.55990367586	1185.72338686	0
5.5883174488	1186.27758607	0
5.66808038572	1186.84594545	0
5.75845676259	1187.37756166	0
5.8577433186	1187.95788392	0
5.94937520841	1188.45434389	0
6.05940967443	1188.97839174	0
6.19789558259	1189.54809389	0
6.33810811827	1190.05395326	0
6.51709752728	1190.59338197	0
6.72297244874	1191.12243471	0
6.92183500086	1191.63207826	0
7.12750917178	1192.18774233	0
7.30721669964	1192.66283998	0
7.51721435419	1193.21752748	0
7.7275024	1193.77795229	0
7.93547158886	1194.3309308	0
8.13985734625	1194.87475404	0
8.34716134844	1195.42614564	0
8.53743844869	1195.93224916	0
8.74609094358	1196.48437318	0
8.95477872604	1197.04052553	0
9.13280206494	1197.5172101	0
9.30813222594	1197.98693666	0
9.50870042614	1198.52136049	0
9.71146207681	1199.03259096	0
9.97310262354	1199.52563295	0
10.3019266687	1199.99792299	0
10.6367445544	1200.511839	0
10.9262152268	1200.97643861	0
11.2516813836	1201.47656068	0
11.5716343475	1201.97680482	0
11.8904390885	1202.47802553	0
12.2025566642	1202.96423158	0
12.5091419765	1203.44421205	0
12.8290081579	1203.94445619	0
13.104362542	1204.37438783	0
13.4145756327	1204.85925111	0
13.7305918297	1205.35326967	0
14.04732042	1205.84704408	0
14.3378344138	1206.29943666	0
14.6580877856	1206.79858217	0
14.9378672196	1207.23486146	0
15.2577477046	1207.73449525	0
15.5817099168	1208.23888978	0
15.8927126477	1208.72338685	0
16.2190895629	1209.2326642	0
16.5346890052	1209.72424135	0
16.852869088	1210.22009095	0
17.1422272281	1210.67077455	0
17.4691830222	1211.1791974	0
17.7397099103	1211.60009584	0
18.0539703909	1212.08849916	0
18.3282337732	1212.51354799	0
18.6314888549	1212.98522768	0
18.9203892312	1213.43493471	0
19.2622585839	1213.9658185	0
19.5368233284	1214.39257631	0
19.8114662722	1214.82018861	0
20.0860291069	1215.24767885	0
20.3767281135	1215.69946107	0
20.7038708287	1216.2071515	0
20.9745255069	1216.62804994	0
21.2572746828	1217.06835756	0
